text,person,fiction_or_not
"From 1988 to 1991, Dright and Digital Underground produced Shakur's earliest work with his crew at the time, Strictly Dope.[74] The recordings were rediscovered in 2000 and released as The Lost Tapes: Circa 1989.[75] Afeni Shakur sued to stop the sale of the recordings but the suit was settled in June 2001 and rereleased as Beginnings: The Lost Tapes 1988–1991.[75][76]",tupac.txt,True
"Shakur's early days with Digital Underground made him acquainted with Randy ""Stretch"" Walker, who along with his brother, dubbed Majesty, and a friend debuted with an EP as a rap group and production team, Live Squad, in Queens, New York.[77] Stretch was featured on a track of the Digital Underground's 1991 album Sons of the P. Becoming fast friends, Shakur and Stretch recorded and performed together often.[77]",tupac.txt,True
2Pacalypse Now,tupac.txt,True
Main article: 2Pacalypse Now,tupac.txt,True
"Shakur's debut album, 2Pacalypse Now—alluding to the 1979 film Apocalypse Now—arrived in November 1991. Some prominent rappers—like Nas, Eminem, Game, and Talib Kweli—cite it as an inspiration.[78] Aside from ""If My Homie Calls"", the singles ""Trapped"" and ""Brenda's Got a Baby"" poetically depict individual struggles under socioeconomic disadvantage.[79]",tupac.txt,True
"US Vice President Dan Quayle said, ""There's no reason for a record like this to be released. It has no place in our society."" Tupac, finding himself misunderstood,[55] explained, in part:",tupac.txt,True
"I just wanted to rap about things that affected young black males. When I said that, I didn't know that I was gonna tie myself down to just take all the blunts and hits for all the young black males, to be the media's kicking post for young black males.[80][81]",tupac.txt,True
"2Pacalypse Now was certified Gold, half a million copies sold. The album addresses urban Black concerns said to remain relevant to the present day.[65]",tupac.txt,True
Strictly 4 My N.I.G.G.A.Z...,tupac.txt,True
Main article: Strictly 4 My N.I.G.G.A.Z...,tupac.txt,True
"Shakur's second album, Strictly 4 My N.I.G.G.A.Z..., was released in February 1993.[82] A critical and commercial success, it debuted at No. 24 on the pop albums chart, the Billboard 200.[83] An overall more hardcore album, it emphasizes Tupac's sociopolitical views, and has a metallic production quality. The song ""Last Wordz"" features Ice Cube, co-writer of N.W.A's ""Fuck tha Police"", who in his own solo albums had newly gone militantly political, and gangsta rapper Ice-T, who in June 1992 had sparked controversy with his band Body Count's track ""Cop Killer"".[82]",tupac.txt,True
"In its vinyl release, side A, tracks 1 to 8, is labeled the ""Black Side"", while side B, tracks 9 to 16, is the ""Dark Side"".[citation needed] The album carries the single ""I Get Around"", a party anthem featuring Digital Underground's Shock G and Money-B, which became Shakur's breakthrough, reaching No. 11 on the pop singles chart, the Billboard Hot 100.[83] And it carries the optimistic compassion of another hit, ""Keep Ya Head Up"", an anthem for women's empowerment.[84] The album was certified Platinum, with a million copies sold. As of 2004, among Shakur albums, including posthumous and compilation albums, Strictly 4 My N.I.G.G.A.Z... was 10th in sales at about 1,366,000 copies.[85]",tupac.txt,True
Thug Life,tupac.txt,True
"The test pressing single for ""Dear Mama"": the Platinum single is among the top-ranked songs in hip-hop history.",tupac.txt,True
"In late 1993, Shakur formed the group Thug Life with Tyrus ""Big Syke"" Himes, Diron ""Macadoshis"" Rivers, his stepbrother Mopreme Shakur, and Walter ""Rated R"" Burns.[86] Usually, Thug Life performed live without Tupac.[87]",tupac.txt,True
"Thug Life released its only album, Thug Life, Volume I, on October 11, 1994, which is certified Gold. It carries the single ""Pour Out a Little Liquor"", produced by Johnny ""J"" Jackson, who would also produce much of Shakur's album All Eyez on Me. The track also appears on the Above the Rim soundtrack.[88] Due to gangsta rap being under heavy criticism at the time, the album's original version was scrapped, and the album redone with mostly new tracks. Still, along with Stretch, Tupac would perform the first planned single, ""Out on Bail"", which was never released, at the 1994 Source Awards.[89]",tupac.txt,True
The Notorious B.I.G. and Junior M.A.F.I.A.,tupac.txt,True
See also: The Notorious B.I.G.,tupac.txt,True
"In 1993, while visiting Los Angeles, the Notorious B.I.G. asked a local drug dealer to introduce him to Shakur and they quickly became friends. The pair would socialize when Shakur went to New York or B.I.G. to Los Angeles.[90] During this period, at his own live shows, Shakur would call B.I.G. onto stage to rap with him and Stretch.[90] Together, they recorded the songs ""Runnin' from tha Police"" and ""House of Pain"".",tupac.txt,True
"Reportedly, B.I.G. asked Shakur to manage him, whereupon Shakur advised him that Sean Combs would make him a star.[90] Yet in the meantime, Shakur's lifestyle was comparatively lavish to B.I.G. who had not yet established himself.[90] Shakur welcomed B.I.G. to join his side group Thug Life, but he would instead form his own side group, the Junior M.A.F.I.A., with his Brooklyn friends Lil' Cease and Lil' Kim. Shakur had a falling out with B.I.G. after he was shot at Quad Studios in 1994.[91]",tupac.txt,True
Me Against the World,tupac.txt,True
Main article: Me Against the World,tupac.txt,True
"Shakur's third album, Me Against the World, was released while he was incarcerated in March 1995.[92] It is now hailed as his magnum opus, and commonly ranks among the greatest, most influential rap albums.[92] The album debuted at No. 1 on the Billboard 200 and sold 240,000 copies in its first week, setting a then record for highest first-week sales for a solo male rapper.[93][94]",tupac.txt,True
"The lead single, ""Dear Mama"", was released in February 1995 with ""Old School"" as the B-side.[95] It is the album's most successful single, topping the Hot Rap Singles chart, and peaking at No. 9 on the Billboard Hot 100.[12] In July, it was certified Platinum.[96] It ranked No. 51 on the year-end charts. The second single, ""So Many Tears"", was released in June 1995,[97] reaching No. 6 on the Hot Rap Singles chart and No. 44 on Hot 100.[12] The final single, ""Temptations"", was released in August 1995.[98] It reached No. 68 on the Hot 100, No. 35 on the Hot R&B/Hip-Hop Singles & Tracks, and No. 13 on the Hot Rap Singles.[12] Several celebrities showed their support for Shakur by appearing in the music video for ""Temptations"".[99]",tupac.txt,True
"Shakur won best rap album at the 1996 Soul Train Music Awards.[100] In 2001, it ranked 4th among his total albums in sales, with about 3 million copies sold in the US.[101]",tupac.txt,True
All Eyez on Me,tupac.txt,True
Main article: All Eyez on Me,tupac.txt,True
"While Shakur was imprisoned in 1995, his mother was about to lose her house. Shakur had his wife Keisha Morris contact Death Row Records founder Suge Knight in Los Angeles.[90] Reportedly, Shakur's mother promptly received $15,000.[90] After an August visit to Clinton Correctional Facility in northern New York state, Knight traveled southward to New York City to attend the 2nd Annual Source Awards ceremony. Meanwhile, an East Coast–West Coast hip hop rivalry was brewing between Death Row and Bad Boy Records.[102] In October 1995, Knight visited Shakur in prison again and posted $1.4 million bond.[103] Shakur returned to Los Angeles and joined Death Row with the appeal of his December 1994 conviction pending.[103]",tupac.txt,True
"Shakur's fourth album, All Eyez on Me, arrived on February 13, 1996.[104] It was rap's first double album—meeting two of the three albums due in Shakur's contract with Death Row—and bore five singles.[105] The album shows Shakur rapping about the gangsta lifestyle, leaving behind his previous political messages. With standout production, the album has more party tracks and often a triumphant tone.[12] Music journalist Kevin Powell noted that Shakur, once released from prison, became more aggressive, and ""seemed like a completely transformed person"".[106]",tupac.txt,True
